_id,ltable.id,rtable.id,table.ENTRYTYPE,ltable.author,ltable.title,ltable.year,rtable.ENTRYTYPE,rtable.author,rtable.title,rtable.year,label
1247984,2703,1910,inproceedings,"S{\'{e}}bastien Darfeuille and
Christophe Kelma","Production test of an {RF} receiver chain based on {ATM} combining
{RF} {BIST} and machine learning algorithm",2011,article,"YU, Jin and YANG, Guiwu",FEM Simulation for Milling Force of Aeronautical Thin-walled Workpiece [J],2011.0,0
1251005,2714,799,inproceedings,"Emile de Maat and
Kai Krabben and
Radboud Winkels",Machine Learning versus Knowledge Based Classification of Legal Texts,2010,article,"Armani, B and Catania, B and Bertino, E and Laradi, D and Marin, B and Zarri, Gian Piero",Repository management in an intelligent indexing approach for multimedia digital libraries,2010.0,0
126423,181,1911,inproceedings,"Jeffrey Xu Yu and
Hongjun Lu",Hash in Place with Memory Shifting: Datacube Computation Revisited,1999,inproceedings,"Yu, Jeffrey Xu and Lu, Hongjun",Hash in place with memory shifting: datacube computation revisited,1999.0,1
1265165,2769,2450,article,"Xiong Wang and
Jason Tsong{-}Li Wang",Fast Similarity Search in Three-Dimensional Structure Databases,2000,inproceedings,"Yang, Jiong and Wang, Wei and Yu, Philip S and Han, Jiawei",Mining long sequential patterns in a noisy environment,2002.0,0
1268700,2782,2132,article,"Paul A. Walker and
D. M. Moore","{SIMPLE} An inductive modelling and mapping tool for spatially-oriented
data",1988,article,"Blei, David M and Ng, Andrew Y and Jordan, Michael I",Latent dirichlet allocation,2003.0,0
127204,184,170,article,Jian Pei and Yidong Yuan and Xuemin Lin and Wen Jin and Martin Ester and Qing Liu and Wei Wang and Yufei Tao and Jeffrey Xu Yu and Qing Zhang,Towards multidimensional subspace skyline analysis,2006,article,"Peng, Fuchun and McCallum, Andrew",Information extraction from research papers using conditional random fields,2006.0,0
1272399,2795,2624,inproceedings,"Dandan Tu and
Chengchun Shu and
Jingwei Shi and
Tao Zhu and
Shuang Wang and
Haiyan Yu","Rank Internet Service Quality Using Multiple Features: {A} Machine
Learning Approach",2010,article,"Aggarwal, Charu C. and Yu, Philip S.",Data mining techniques for personalization,2000.0,0
1282697,2825,2933,article,"John S. Delaney and
Anne Mullaley and
Graham W. Mullier and
Graham J. Sexton and
Robin Taylor and
Russell C. Viner","Rapid construction of data tables for quantitative structure-activity
relationship studies",1993,inproceedings,"Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H and Culler, David E and Hellerstein, Joseph M and Patterson, David A",Searching for the sorting record: Experiences in tuning NOW-Sort,1998.0,0
1286420,2846,745,article,"G{\'{e}}rard Biau and
Fr{\'{e}}d{\'{e}}ric C{\'{e}}rou and
Arnaud Guyader",On the Rate of Convergence of the Bagged Nearest Neighbor Estimate,2010,incollection,"Moon, Yang-Sae and Kim, Hea-Suk and Kim, Sang-Pil and Bertino, Elisa",Publishing time-series data under preservation of privacy and distance orders,2010.0,0
1288006,2854,2021,inproceedings,"Xiaoyuan Su and
Russell Greiner and
Taghi M. Khoshgoftaar and
Amri Napolitano",Using Classifier-Based Nominal Imputation to Improve Machine Learning,2011,inproceedings,"Liu, Jianquan and Chen, Hanxiong and Furuse, Kazutaka and Kitagawa, Hiroyuki and Yu, Jeffrey Xu",On efficient distance-based similarity search,2011.0,0
1288946,2857,2848,incollection,"Zbigniew W. Ras and
Agnieszka Dardzinska and
Wenxin Jiang",Cascade Classifiers for Hierarchical Decision Systems,2010,inproceedings,"Zhao, Yuchen and Aggarwal, Charu and Yu, Philip",On wavelet decomposition of uncertain time series data sets,2010.0,0
1289499,2861,2118,inproceedings,"Wesley Rom{\~{a}}o and
Alex Alves Freitas and
Roberto C. S. Pacheco","A Genetic Algorithm For Discovering Interesting Fuzzy Prediction Rules:
Applications To Science And Technology Data",2002,article,"Jaakkola, Tommi S and Jordan, Michael I",Bayesian parameter estimation via variational methods,2000.0,0
1292214,2869,2535,inproceedings,"Hamid Reza Vaezi Joze and
Mark S. Drew","Improved machine learning for image category recognition by local
color constancy",2010,inproceedings,"Wu, Kun-Lung and Yu, Philip S and Pu, Calton",Divergence control for epsilon-serializability,1992.0,0
132055,187,2820,inproceedings,"Zheng Liu and
Jeffrey Xu Yu and Yiping Ke and Xuemin Lin and Lei Chen",Spotting Significant Changing Subgraphs in Evolving Graphs,2008,article,"Xing, Zhengzheng and Pei, Jian and Philip, S Yu",Early classification on time series,2012.0,0
1396772,3252,2333,article,"Zhihua Zhang and
Guang Dai and
Congfu Xu and
Michael I. Jordan","Regularized Discriminant Analysis, Ridge Regression and Beyond",2010,article,"Zhang, Zhihua and Dai, Guang and Xu, Congfu and Jordan, Michael I","Regularized discriminant analysis, ridge regression and beyond",2010.0,1
145974,201,1310,inproceedings,"Lijun Chang and
Xuemin Lin and
Lu Qin and
Jeffrey Xu Yu and
Wenjie Zhang","Index-based Optimal Algorithms for Computing Steiner Components with
Maximum Connectivity",2015,article,"LeCun, Yann and Bengio, Yoshua and Hinton, Geoffrey",Deep learning,2015.0,0
146436,201,2052,inproceedings,"Lijun Chang and
Xuemin Lin and
Lu Qin and
Jeffrey Xu Yu and
Wenjie Zhang","Index-based Optimal Algorithms for Computing Steiner Components with
Maximum Connectivity",2015,inproceedings,"Chang, Lijun and Lin, Xuemin and Qin, Lu and Yu, Jeffrey Xu and Zhang, Wenjie",Index-based Optimal Algorithms for Computing Steiner Components with Maximum Connectivity,2015.0,1
149499,204,9,inproceedings,"Jun Gao and
Jeffrey Xu Yu and
Ruoming Jin and
Jiashuai Zhou and
Tengjiao Wang and
Dongqing Yang",Neighborhood-privacy protected shortest distance computing in cloud,2011,inproceedings,"Chu, Eric and Baid, Akanksha and Chai, Xiaoyong and Doan, AnHai and Naughton, Jeffrey",Combining keyword search and forms for ad hoc querying of databases,2009.0,0
152030,206,1040,article,"Junhu Wang and
Jeffrey Xu Yu and
Chaoyi Pang and
Chengfei Liu",Least common container of tree pattern queries and its applications,2012,article,"Nabeel, Mohamed and Zage, John and Kerr, Sam and Bertino, Elisa and Kulatunga, N Athula and Navaratne, U Sudheera and Duren, Michael",Cryptographic Key Management for Smart Power Grids-Approaches and Issues,2012.0,0
154215,207,2806,article,"Rui Zhou and
Chengfei Liu and
Jianxin Li and
Jeffrey Xu Yu",{ELCA} evaluation for keyword search on probabilistic {XML} data,2013,article,"Yu, Philip S and Balsamo, Simonetta and Lee, Yann-Hang",Dynamic transaction routing in distributed database systems,1988.0,0
15467,55,2924,inproceedings,"Rui Camacho and Rita Ferreira and Natacha Rosa and V{\^{a}}nia Guimar{\~{a}}es and
Nuno A. Fonseca and V{\'{\i}}tor Santos Costa and Miguel de Sousa and Alexandre Magalh{\~{a}}es","Predicting the Start of Protein \emph{alpha}-Helices Using Machine
Learning Algorithms",2010,misc,"Chang, Shu-Ping and Gu, Xiaohui and Papadimitriou, Spyridon and Yu, Philip Shi-lung",Systems and methods for predictive failure management,2010.0,0
155792,209,1635,article,"Yang Zhou and
Hong Cheng and
Jeffrey Xu Yu",Graph Clustering Based on Structural/Attribute Similarities,2009,article,"Zhou, Yang and Cheng, Hong and Yu, Jeffrey Xu",Graph clustering based on structural/attribute similarities,2009.0,1
157518,213,1673,article,"Shaoxu Song and
Lei Chen and
Jeffrey Xu Yu",Answering Frequent Probabilistic Inference Queries in Databases,2011,inproceedings,"Wang, Wei and Jiang, Haigeng and Lu, Hongjun and Yu, Jeffrey Xu",PBiTree coding and efficient processing of containment joins,2003.0,0
157674,213,1831,article,"Shaoxu Song and
Lei Chen and
Jeffrey Xu Yu",Answering Frequent Probabilistic Inference Queries in Databases,2011,incollection,"Zhao, Peixiang and Yu, Jeffrey Xu",Mining closed frequent free trees in graph databases,2007.0,0
157718,213,1876,article,"Shaoxu Song and
Lei Chen and
Jeffrey Xu Yu",Answering Frequent Probabilistic Inference Queries in Databases,2011,article,"Cheng, James and Shang, Zechao and Cheng, Hong and Wang, Haixun and Yu, Jeffrey Xu",Efficient processing of k-hop reachability queries,2014.0,0
157946,213,2330,article,"Shaoxu Song and
Lei Chen and
Jeffrey Xu Yu",Answering Frequent Probabilistic Inference Queries in Databases,2011,inproceedings,"Xu, Wei and Huang, Ling and Fox, Armando and Patterson, David and Jordan, Michael",Online system problem detection by mining patterns of console logs,2009.0,0
164822,219,1696,article,"Jun Gao and
Ruoming Jin and
Jiashuai Zhou and
Jeffrey Xu Yu and
Xiao Jiang and
Tengjiao Wang",Relational Approach for Shortest Path Discovery over Large Graphs,2012,article,"Gao, Jun and Jin, Ruoming and Zhou, Jiashuai and Yu, Jeffrey Xu and Jiang, Xiao and Wang, Tengjiao",Relational approach for shortest path discovery over large graphs,2011.0,0
16538,60,1749,inproceedings,"Hongbo Shi and
Tomoki Hamagami and Haoyuan Xu",Machine Learning Based Autonomous Network Flow Identifying Method,2011,article,"Li, Rong-Hua and Yu, Jeffrey Xu and Mao, Rui",Efficient core maintenance in large dynamic graphs,2014.0,0
166407,220,2071,article,"Xin Huang and
Laks V. S. Lakshmanan and
Jeffrey Xu Yu and
Hong Cheng",Approximate Closest Community Search in Networks,2015,article,"Huang, Xin and Lakshmanan, Laks VS and Yu, Jeffrey Xu and Cheng, Hong",Approximate Closest Community Search in Networks,2015.0,1
167750,221,2496,article,"Rong{-}Hua Li and
Lu Qin and
Jeffrey Xu Yu and
Rui Mao",Influential Community Search in Large Networks,2015,inproceedings,"Long, Bo and Zhang, Zhongfei Mark and Yu, Philip S",A probabilistic framework for relational clustering,2007.0,0
170068,225,1770,article,"Cheqing Jin and
Ke Yi and
Lei Chen and
Jeffrey Xu Yu and
Xuemin Lin",Sliding-window top-k queries on uncertain streams,2008,article,"Jin, Cheqing and Yi, Ke and Chen, Lei and Yu, Jeffrey Xu and Lin, Xuemin",Sliding-window top-k queries on uncertain streams,2010.0,0
171206,226,1673,inproceedings,"Wei Wang and
Haifeng Jiang and
Hongjun Lu and
Jeffrey Xu Yu",PBiTree Coding and Efficient Processing of Containment Joins,2003,inproceedings,"Wang, Wei and Jiang, Haigeng and Lu, Hongjun and Yu, Jeffrey Xu",PBiTree coding and efficient processing of containment joins,2003.0,1
17133,62,1918,incollection,,Average-Payoff Reinforcement Learning,2010,incollection,"Yang, Zhenglu and Yu, Jeffrey Xu and Liu, Zheng and Kitsuregawa, Masaru",Fires on the web: Towards efficient exploring historical web graphs,2010.0,0
175192,229,2006,incollection,Jeffrey Xu Yu,Multimedia Data Buffering,2009,incollection,"Yu, Jeffrey Xu",Multimedia Data Buffering,2009.0,1
178079,232,2521,article,"Chi Yang and
Chengfei Liu and
Jianxin Li and
Jeffrey Xu Yu and
Junhu Wang","A Query System for {XML} Data Stream and its Semanticsbased Buffer
Reduction",2010,inproceedings,"Chen, Ming-Syan and Yu, Philip S and Wu, Kun-Lung",Indexed sequential data broadcasting in wireless mobile computing,1997.0,0
178971,233,1916,article,"Junhu Wang and
Jeffrey Xu Yu",Revisiting answering tree pattern queries using views,2012,article,"Wang, Junhu and Xu Yu, Jeffrey",Revisiting answering tree pattern queries using views,2012.0,1
181453,235,1976,inproceedings,"Gabriel Pui Cheong Fung and
Jeffrey Xu Yu and
Hongjun Lu",Classifying High-Speed Text Streams,2003,incollection,"Fung, Gabriel Pui Cheong and Yu, Jeffrey Xu and Lu, Hongjun",Classifying high-speed text streams,2003.0,1
182355,236,1664,inproceedings,"Yang Zhou and
Hong Cheng and
Jeffrey Xu Yu",Clustering Large Attributed Graphs: An Efficient Incremental Approach,2010,inproceedings,"Zhou, Yang and Cheng, Hong and Yu, Jeffrey Xu",Clustering large attributed graphs: An efficient incremental approach,2010.0,1
183910,237,1973,inproceedings,"Nan Tang and
Jeffrey Xu Yu and
M. Tamer {\""{O}}zsu and
Kam{-}Fai Wong",Hierarchical Indexing Approach to Support XPath Queries,2008,inproceedings,"Tang, Nan and Yu, Jeffrey Xu and {\""O}zsu, M Tamer and Wong, Kam-Fai",Hierarchical indexing approach to support XPath queries,2008.0,1
189874,242,1657,inproceedings,"Wei Wang and
Haifeng Jiang and
Hongjun Lu and
Jeffrey Xu Yu",Containment Join Size Estimation: Models and Methods,2003,inproceedings,"Wang, Wei and Jiang, Haifeng and Lu, Hongjun and Yu, Jeffrey Xu",Containment join size estimation: Models and methods,2003.0,1
190445,242,2494,inproceedings,"Wei Wang and
Haifeng Jiang and
Hongjun Lu and
Jeffrey Xu Yu",Containment Join Size Estimation: Models and Methods,2003,article,"Tong, Hanghang and Papadimitriou, Spiros and Philip, S Yu and Faloutsos, Christos",Proximity Tracking on Time-Evolving Bipartite Graphs.,2008.0,0
192366,244,1730,inproceedings,"Gabriel Pui Cheong Fung and
Jeffrey Xu Yu and
Hongjun Lu","Discriminative Category Matching: Efficient Text Classification for
Huge Document Collections",2002,inproceedings,"Fung, Gabriel Pui Cheong and Yu, Jeffrey Xu and Lu, Hongjun",Discriminative category matching: Efficient text classification for huge document collections,2002.0,1
198789,250,1893,inproceedings,"Masahiro Ishikawa and
Hanxiong Chen and
Kazutaka Furuse and
Jeffrey Xu Yu and
Nobuo Ohbo",MB+Tree: {A} Dynamically Updatable Metric Index for Similarity Searches,2000,article,"Johnson, CW and Yu, JX and Stanton, RB",Architecture of a highperformance persistent object store,1995.0,0
200936,252,1666,article,"Zechao Shang and
Jeffrey Xu Yu",Auto-Approximation of Graph Computing,2014,inproceedings,"Cheng, James and Ke, Yiping and Fu, Ada Wai-Chee and Yu, Jeffrey Xu and Zhu, Linhong",Finding maximal cliques in massive networks by h*-graph,2010.0,0
202265,253,1801,article,"Hong Cheng and
Yang Zhou and
Xin Huang and
Jeffrey Xu Yu","Clustering large attributed information networks: an efficient incremental
computing approach",2012,article,"Cheng, Hong and Zhou, Yang and Huang, Xin and Yu, Jeffrey Xu",Clustering large attributed information networks: an efficient incremental computing approach,2012.0,1
203980,254,2569,article,"Jeffrey Xu Yu and
Zhihong Chong and
Hongjun Lu and
Zhenjie Zhang and
Aoying Zhou","A false negative approach to mining frequent itemsets from high speed
transactional data streams",2006,article,"Yuan, Mingxuan and Chen, Lei and Yu, Philip S",Personalized privacy protection in social networks,2010.0,0
204560,255,1609,article,"Chuan Xiao and
Wei Wang and
Xuemin Lin and
Jeffrey Xu Yu and
Guoren Wang",Efficient similarity joins for near-duplicate detection,2011,article,"Xiao, Chuan and Wang, Wei and Lin, Xuemin and Yu, Jeffrey Xu and Wang, Guoren",Efficient similarity joins for near-duplicate detection,2011.0,1
205373,255,2699,article,"Chuan Xiao and
Wei Wang and
Xuemin Lin and
Jeffrey Xu Yu and
Guoren Wang",Efficient similarity joins for near-duplicate detection,2011,article,"Yu, Philip S and Dias, Daniel M",Analysis of hybrid concurrency control schemes for a high data contention environment,1992.0,0
205807,256,1631,inproceedings,"Xiaobing Wu and
Yufei Tao and
Raymond Chi{-}Wing Wong and
Ling Ding and
Jeffrey Xu Yu",Finding the influence set through skylines,2009,inproceedings,"Cheng, Jiefeng and Yu, Jeffrey Xu",On-line exact shortest distance query processing,2009.0,0
205881,256,1705,inproceedings,"Xiaobing Wu and
Yufei Tao and
Raymond Chi{-}Wing Wong and
Ling Ding and
Jeffrey Xu Yu",Finding the influence set through skylines,2009,inproceedings,"Wu, Xiaobing and Tao, Yufei and Wong, Raymong Chi-Wing and Ding, Ling and Yu, Jeffrey Xu",Finding the influence set through skylines,2009.0,1
208257,258,1641,inproceedings,"Xiangmin Zhou and
Guoren Wang and
Jeffrey Xu Yu and
Ge Yu",M+-tree : {A} New Dynamical Multidimensional Index for Metric Spaces,2003,article,"Cheng, James and Ke, Yiping and Fu, Ada Wai-Chee and Yu, Jeffrey Xu and Zhu, Linhong",Finding maximal cliques in massive networks,2011.0,0
208622,258,2011,inproceedings,"Xiangmin Zhou and
Guoren Wang and
Jeffrey Xu Yu and
Ge Yu",M+-tree : {A} New Dynamical Multidimensional Index for Metric Spaces,2003,inproceedings,"Hu, X and Ma, L and Li, W and Sun, X and Sun, J and Yu, J",C-11-choline PET/CT detecting tumour recurrence and predicting survival in post-treatment patients with high-grade Gliomas,2013.0,0
209942,261,1781,inproceedings,"Zechao Shang and
Jeffrey Xu Yu",Catch the Wind: Graph workload balancing on cloud,2013,inproceedings,"Shang, Zechao and Yu, Jeffrey Xu",Catch the wind: Graph workload balancing on cloud,2013.0,1
211024,262,1725,article,"Kian{-}Lee Tan and
Jeffrey Xu Yu and
Pin{-}Kwang Eng","Supporting Range Queries in a Wireless Environment with Nonuniform
Broadcast",1999,article,"Tan, Kian-Lee and Yu, Jeffrey Xu and Eng, Pin-Kwang",Supporting range queries in a wireless environment with nonuniform broadcast,1999.0,1
215371,265,2785,article,"Rong{-}Hua Li and
Jeffrey Xu Yu and
Zechao Shang",Estimating Node Influenceability in Social Networks,2012,article,"Chen, Ming-Syan and Yu, Philip S",A graph theoretical approach to determine a join reducer sequence in distributed query processing,1994.0,0
22608,80,1280,inproceedings,"Gopalan Vani and
Ramaswamy Savitha and
Narasimhan Sundararajan","Classification of abnormalities in digitized mammograms using Extreme
Learning Machine",2010,inproceedings,"Memisevic, Roland and Hinton, Geoffrey",Unsupervised learning of image transformations,2007.0,0
229439,277,1751,inproceedings,"Gabriel Pui Cheong Fung and
Jeffrey Xu Yu and
Haixun Wang and
David W. Cheung and
Huan Liu",A Balanced Ensemble Approach to Weighting Classifiers for Text Classification,2006,inproceedings,"Fung, Gabriel Pui Cheong and Yu, Jeffrey Xu and Wang, Haixun and Cheung, David W and Liu, Huan",A balanced ensemble approach to weighting classifiers for text classification,2006.0,1
232249,279,2096,article,"Lei Zou and
Kun Xu and
Jeffrey Xu Yu and
Lei Chen and
Yanghua Xiao and
Dongyan Zhao","Efficient processing of label-constraint reachability queries in large
graphs",2014,article,"Xu, Lei and Jordan, Michael I",On convergence properties of the EM algorithm for Gaussian mixtures,1996.0,0
233079,280,1717,inproceedings,"Xiang Lian and
Lei Chen and
Jeffrey Xu Yu",Pattern Matching over Cloaked Time Series,2008,inproceedings,"Lian, Xiang and Chen, Lei and Yu, Jeffrey Xu",Pattern matching over cloaked time series,2008.0,1
235618,282,1770,article,"Chengfei Liu and
Jianxin Li and
Jeffrey Xu Yu and
Rui Zhou",Adaptive relaxation for querying heterogeneous {XML} data sources,2010,article,"Jin, Cheqing and Yi, Ke and Chen, Lei and Yu, Jeffrey Xu and Lin, Xuemin",Sliding-window top-k queries on uncertain streams,2010.0,0
236893,283,1839,inproceedings,"Lijun Chang and
Jeffrey Xu Yu and
Lu Qin and
Xuemin Lin and
Chengfei Liu and
Weifa Liang",Efficiently computing k-edge connected components via graph decomposition,2013,inproceedings,"Chang, Lijun and Yu, Jeffrey Xu and Qin, Lu and Lin, Xuemin and Liu, Chengfei and Liang, Weifa",Efficiently computing k-edge connected components via graph decomposition,2013.0,1
240062,285,2864,inproceedings,"Cheqing Jin and
Weining Qian and
Chaofeng Sha and
Jeffrey Xu Yu and
Aoying Zhou",Dynamically maintaining frequent items over a data stream,2003,inproceedings,"Fan, Wei and McCloskey, Joe and Yu, Philip S",A general framework for accurate and fast regression by data summarization in random decision trees,2006.0,0
241568,287,1705,incollection,"Denilson Barbosa and
Ioana Manolescu and
Jeffrey Xu Yu",Application Benchmark,2009,inproceedings,"Wu, Xiaobing and Tao, Yufei and Wong, Raymong Chi-Wing and Ding, Ling and Yu, Jeffrey Xu",Finding the influence set through skylines,2009.0,0
242305,287,2719,incollection,"Denilson Barbosa and
Ioana Manolescu and
Jeffrey Xu Yu",Application Benchmark,2009,article,"Yang, Jiong and Wang, Haixun and Wang, Wei and Yu, Philip S",An improved biclustering method for analyzing gene expression profiles,2005.0,0
242977,288,1941,inproceedings,"Cheqing Jin and
Fang Xiong and
Joshua Zhexue Huang and
Jeffrey Xu Yu and
Aoying Zhou",Mining Frequent Items in Spatio-temporal Databases,2004,incollection,"Jin, Cheqing and Xiong, Fang and Huang, Joshua Zhexue and Yu, Jeffrey Xu and Zhou, Aoying",Mining frequent items in spatio-temporal databases,2004.0,1
243151,288,2354,inproceedings,"Cheqing Jin and
Fang Xiong and
Joshua Zhexue Huang and
Jeffrey Xu Yu and
Aoying Zhou",Mining Frequent Items in Spatio-temporal Databases,2004,inproceedings,"Huang, Ling and Yan, Donghui and Taft, Nina and Jordan, Michael I",Spectral clustering with perturbed data,2009.0,0
245265,290,1821,inproceedings,"Wook{-}Shin Han and
Minh{-}Duc Pham and
Jinsoo Lee and
Romans Kasperovics and
Jeffrey Xu Yu","iGraph in action: performance analysis of disk-based graph indexing
techniques",2011,inproceedings,"Han, Wook-Shin and Pham, Minh-Duc and Lee, Jinsoo and Kasperovics, Romans and Yu, Jeffrey Xu",iGraph in action: performance analysis of disk-based graph indexing techniques,2011.0,1
247544,292,1699,inproceedings,"Rui Zhou and
Chengfei Liu and
Jeffrey Xu Yu and
Weifa Liang and
Baichen Chen and
Jianxin Li",Finding maximal k-edge-connected subgraphs from a large graph,2012,inproceedings,"Zhou, Rui and Liu, Chengfei and Yu, Jeffrey Xu and Liang, Weifa and Chen, Baichen and Li, Jianxin",Finding maximal k-edge-connected subgraphs from a large graph,2012.0,1
248637,293,1633,article,"Kian{-}Lee Tan and
Jeffrey Xu Yu",Generating Broadcast Programs that Support Range Queries,1998,article,"Tan, Kian-Lee and Yu, Jeffrey Xu",Generating broadcast programs that support range queries,1998.0,1
249722,294,545,inproceedings,"Hanxiong Chen and
Jianquan Liu and
Kazutaka Furuse and
Jeffrey Xu Yu and
Nobuo Ohbo","Indexing the Function: An Efficient Algorithm for Multi-dimensional
Search with Expensive Distance Functions",2009,inproceedings,"She, Wei and Yen, I and Thuraisingham, Bhavani and Bertino, Elisa and others",The SCIFC model for information flow control in web service composition,2009.0,0
250060,294,1834,inproceedings,"Hanxiong Chen and
Jianquan Liu and
Kazutaka Furuse and
Jeffrey Xu Yu and
Nobuo Ohbo","Indexing the Function: An Efficient Algorithm for Multi-dimensional
Search with Expensive Distance Functions",2009,incollection,"Chen, Hanxiong and Liu, Jianquan and Furuse, Kazutaka and Yu, Jeffrey Xu and Ohbo, Nobuo",Indexing the function: An efficient algorithm for multi-dimensional search with expensive distance functions,2009.0,0
25314,93,2202,inproceedings,"Daniel Ortiz{-}Mart{\'{\i}}nez and
Ismael Garc{\'{\i}}a{-}Varea and
Francisco Casacuberta",Online Learning for Interactive Statistical Machine Translation,2010,article,"Ghahramani, Zoubin and Wolptrt, Daniel M and Jordan, Michael I",Computational models of sensorimotor integration,1997.0,0
264343,330,2397,inproceedings,"Haiping Wu and
Hongliang Yu and
Bigang Li and
Wei Xue and
Weimin Zheng",A Database Redo Log System Based on Virtual Memory Disk,2006,misc,"Aggarwal, Charu C and Philip, S Yu",Content based method for product-peer filtering,2002.0,0
267559,339,1717,incollection,"Alexander A. Frolov and
Dusan H{\'{u}}sek and
Igor P. Muraviev and
Pavel Yu. Polyakov","Learning and Unlearning in Hopfield-Like Neural Network Performing
Boolean Factor Analysis",2010,inproceedings,"Lian, Xiang and Chen, Lei and Yu, Jeffrey Xu",Pattern matching over cloaked time series,2008.0,0
2776,9,2836,article,"Leon Goldovsky and Paul Janssen and Dag G. Ahr{\'{e}}n and Benjamin Audit and Ildefonso Cases and Nikos Darzentas and Anton J. Enright and N{\'{u}}ria L{\'{o}}pez{-}Bigas and Jos{\'{e}} M. Peregr{\'{\i}}n{-}Alvarez and Mike Smith and Sophia Tsoka and Victor Kunin and
Christos A. Ouzounis",CoGenT++: an extensive and extensible data environment for computational genomics,2005,article,"Dan, Asit and Yu, Philip S",Performance analysis of buffer coherency policies in a multisystem data sharing environment,1993.0,0
28002,99,2300,inproceedings,Jeffrey Xu Yu,Exploring research issues over large graphs,2012,article,"Kleiner, Ariel and Talwalkar, Ameet and Sarkar, Purnamrita and Jordan, Michael",The big data bootstrap,2012.0,0
282434,397,2323,article,"Catharina Riedemann and
Christian Timm",Services for data integration,2003,article,"Lanckriet, Gert RG and Cristianini, Nello and Jordan, Michael I and Noble, William Stafford",1 Kernel-based Integration of Genomic Data using Semidefinite Programming,2004.0,0
284369,406,1191,article,"{\""{O}}zg{\""{u}}r S{\""{u}}mer and
Umut A. Acar and
Alexander T. Ihler and
Ramgopal R. Mettu",Adaptive Exact Inference in Graphical Models,2011,article,"Hinton, Geoffrey E and Srivastava, Nitish and Krizhevsky, Alex and Sutskever, Ilya and Salakhutdinov, Ruslan R",Improving neural networks by preventing co-adaptation of feature detectors,2012.0,0
285742,412,2904,inproceedings,"Hakim Lounis and
Tamer Fares Gayed and
Mounir Boukadoum","Using Efficient Machine-Learning Models to Assess Two Important Quality
Factors: Maintainability and Reusability",2011,inproceedings,"Wu, Kun-Lung and Yu, Philip S",Efficient query monitoring using adaptive multiple key hashing,2002.0,0
291030,430,1800,incollection,Xiaojin Zhu,Semi-Supervised Learning,2010,article,"Chang, Li-Jun and Yu, Jeffrey Xu and Qin, Lu",Context-sensitive document ranking,2010.0,0
296775,452,1800,inproceedings,"Gang Kou and
Yi Peng and
Yong Shi and
Weixuan Xu",A Set of Data Mining Models to Classify Credit Cardholder Behavior,2003,article,"Chang, Li-Jun and Yu, Jeffrey Xu and Qin, Lu",Context-sensitive document ranking,2010.0,0
302209,473,229,incollection,,Latent Class Model,2010,article,"Singh, Sameer and Wick, Michael and McCallum, Andrew",Distantly labeling data for large scale cross-document coreference,2010.0,0
302482,474,1648,inproceedings,"Guangyong Gao and
Guoping Jiang","A zero-watermarking image authentication scheme using Zernike moment
and extreme learning machine",2011,inproceedings,"Gao, Jun and Yu, Jeffrey Xu and Jin, Ruoming and Zhou, Jiashuai and Wang, Tengjiao and Yang, Dongqing",Neighborhood-privacy protected shortest distance computing in cloud,2011.0,0
30548,101,2397,inproceedings,Nurcan Yuruk and Xiaowei Xu and Chen Li and Jeffrey Xu Yu,"Supporting Keyword Queries on Structured Databases with Limited Search
Interfaces",2008,misc,"Aggarwal, Charu C and Philip, S Yu",Content based method for product-peer filtering,2002.0,0
306791,492,654,proceedings,,"Inference Control in Statistical Databases, From Theory to Practice",2002,article,"Thuraisingham, Bhavani and Clifton, Chris and Gupta, Amar and Bertino, Elisa and Ferrari, Elena",Directions for web and e-commerce applications security,2002.0,0
318028,524,1465,inproceedings,"James R. Rowland and
Gregg T. Vesonder",Incremental conceptual clustering from existing databases,1987,incollection,"Touretzky, David S and Hinton, Geoffrey E",Pattern matching and variable binding in a stochastic neural network,1987.0,0
32659,103,1768,inproceedings,"Zhenglu Yang and
Jeffrey Xu Yu and Zheng Liu and Masaru Kitsuregawa",Fires on the Web: Towards Efficient Exploring Historical Web Graphs,2010,inproceedings,"Liang, Weifa and Chen, Baichen and Yu, Jeffrey Xu",Energy-efficient skyline query processing and maintenance in sensor networks,2008.0,0
32808,103,1918,inproceedings,"Zhenglu Yang and
Jeffrey Xu Yu and Zheng Liu and Masaru Kitsuregawa",Fires on the Web: Towards Efficient Exploring Historical Web Graphs,2010,incollection,"Yang, Zhenglu and Yu, Jeffrey Xu and Liu, Zheng and Kitsuregawa, Masaru",Fires on the web: Towards efficient exploring historical web graphs,2010.0,1
330883,570,967,proceedings,,"Advances in Spatial and Temporal Databases, 9th International Symposium, {SSTD} 2005, Angra dos Reis, Brazil, August 22-24, 2005, Proceedings",2005,incollection,"Bertino, Elisa",Purpose based access control for privacy protection in database systems,2005.0,0
340785,601,1602,article,"Lu Qin and
Jeffrey Xu Yu and
Lijun Chang",Diversifying Top-K Results,2012,article,"Qin, Lu and Yu, Jeffrey Xu and Chang, Lijun",Diversifying top-k results,2012.0,1
342766,602,2700,article,"Shaoxu Song and
Hong Cheng and
Jeffrey Xu Yu and
Lei Chen",Repairing Vertex Labels under Neighborhood Constraints,2014,article,"Aggarwal, Charu C and Yu, Philip S",Mining associations with the collective strength approach,2001.0,0
